Interaction	RBP 1	RBP 2	Rec-Y2H	Street et al | IP-MS	Street et al | IP/SEC-MS (Both)	K562 - Both eCLIP	HepG2 - Both eCLIP
FTO-UTP3	FTO	UTP3				true	false
FTO-WDR3	FTO	WDR3				true	false
FTO-WDR43	FTO	WDR43				true	true
FTO-WRN	FTO	WRN				true	false
FTO-XPO5	FTO	XPO5		false	false	false	true
FTO-XRCC6	FTO	XRCC6				true	true
FTO-XRN2	FTO	XRN2				true	true
FTO-YBX3	FTO	YBX3				true	true
FTO-YWHAG	FTO	YWHAG				true	false
FTO-ZC3H11A	FTO	ZC3H11A				true	true
FTO-ZC3H8	FTO	ZC3H8				true	false
FTO-ZNF622	FTO	ZNF622				true	false
FTO-ZNF800	FTO	ZNF800				true	true
FTO-ZRANB2	FTO	ZRANB2				true	false
FUBP3-FUS	FUBP3	FUS	false	false	false	false	true
FUBP3-FXR2	FUBP3	FXR2	false			false	true
FUBP3-G3BP1	FUBP3	G3BP1	false			false	true
FUBP3-GRSF1	FUBP3	GRSF1				false	true
FUBP3-GRWD1	FUBP3	GRWD1				false	true
FUBP3-GTF2F1	FUBP3	GTF2F1	false			false	true
FUBP3-HLTF	FUBP3	HLTF				false	true
FUBP3-HNRNPA1	FUBP3	HNRNPA1	false			false	true
FUBP3-HNRNPC	FUBP3	HNRNPC	false	false	false	false	true
FUBP3-HNRNPK	FUBP3	HNRNPK	false			false	true
FUBP3-HNRNPL	FUBP3	HNRNPL		false	false	false	true
FUBP3-HNRNPM	FUBP3	HNRNPM				false	true
FUBP3-HNRNPU	FUBP3	HNRNPU	false			false	true
FUBP3-HNRNPUL1	FUBP3	HNRNPUL1				false	true
FUBP3-IGF2BP1	FUBP3	IGF2BP1	false	false	false	false	true
FUBP3-IGF2BP3	FUBP3	IGF2BP3	false			false	true
FUBP3-ILF3	FUBP3	ILF3	false			false	true
FUBP3-KHSRP	FUBP3	KHSRP				false	true
FUBP3-LARP4	FUBP3	LARP4	true			false	true
FUBP3-LARP7	FUBP3	LARP7	false	false	false	false	true
FUBP3-LIN28B	FUBP3	LIN28B	false	false	false	false	true
FUBP3-LSM11	FUBP3	LSM11				false	true
FUBP3-MATR3	FUBP3	MATR3				false	true
FUBP3-NCBP2	FUBP3	NCBP2				false	true
FUBP3-NIP7	FUBP3	NIP7	false			false	true
FUBP3-NKRF	FUBP3	NKRF	false			false	true
FUBP3-NOL12	FUBP3	NOL12				false	true
FUBP3-NOLC1	FUBP3	NOLC1	false			false	true
FUBP3-NSUN2	FUBP3	NSUN2	false			false	true
FUBP3-PABPN1	FUBP3	PABPN1				false	true
FUBP3-PCBP1	FUBP3	PCBP1	true			false	true
FUBP3-PCBP2	FUBP3	PCBP2	false			false	true
FUBP3-POLR2G	FUBP3	POLR2G				false	true
FUBP3-PPIG	FUBP3	PPIG	false			false	true
FUBP3-PRPF4	FUBP3	PRPF4	false			false	true
FUBP3-PRPF8	FUBP3	PRPF8		false	false	false	true
FUBP3-PTBP1	FUBP3	PTBP1	false	false	false	false	true
FUBP3-QKI	FUBP3	QKI	false			false	true
FUBP3-RBFOX2	FUBP3	RBFOX2	true	false	false	false	true
FUBP3-RBM15	FUBP3	RBM15	false			false	true
FUBP3-RBM22	FUBP3	RBM22	false	false	false	false	true
FUBP3-RBM5	FUBP3	RBM5	false			false	true
FUBP3-RPS3	FUBP3	RPS3	false	false	false	false	true
FUBP3-SAFB	FUBP3	SAFB				false	true
FUBP3-SDAD1	FUBP3	SDAD1				false	true
FUBP3-SF3A3	FUBP3	SF3A3	false			false	true
FUBP3-SF3B4	FUBP3	SF3B4	false	false	false	false	true
FUBP3-SFPQ	FUBP3	SFPQ	false			false	true
FUBP3-SLTM	FUBP3	SLTM				false	true
FUBP3-SMNDC1	FUBP3	SMNDC1	false			false	true
FUBP3-SND1	FUBP3	SND1				false	true
FUBP3-SRSF1	FUBP3	SRSF1	false	false	false	false	true
FUBP3-SRSF7	FUBP3	SRSF7	false			false	true
FUBP3-SRSF9	FUBP3	SRSF9	false			false	true
FUBP3-SSB	FUBP3	SSB				false	true
FUBP3-STAU2	FUBP3	STAU2	false			false	true
FUBP3-SUB1	FUBP3	SUB1	false			false	true
FUBP3-SUGP2	FUBP3	SUGP2	false			false	true
FUBP3-SUPV3L1	FUBP3	SUPV3L1	false			false	true
FUBP3-TAF15	FUBP3	TAF15	false	false	false	false	true
FUBP3-TARDBP	FUBP3	TARDBP	false			false	true
FUBP3-TBRG4	FUBP3	TBRG4	false			false	true
FUBP3-TIA1	FUBP3	TIA1	false	false	false	false	true
FUBP3-TIAL1	FUBP3	TIAL1	false			false	true
FUBP3-TRA2A	FUBP3	TRA2A	false			false	true
FUBP3-TROVE2	FUBP3	TROVE2				false	true
FUBP3-U2AF1	FUBP3	U2AF1	false			false	true
FUBP3-U2AF2	FUBP3	U2AF2	true	false	false	false	true
FUBP3-UCHL5	FUBP3	UCHL5	false			false	true
FUBP3-UPF1	FUBP3	UPF1				false	true
FUBP3-UTP18	FUBP3	UTP18	false			false	true
FUBP3-WDR43	FUBP3	WDR43				false	true
FUBP3-XPO5	FUBP3	XPO5	false	false	false	false	true
FUBP3-XRCC6	FUBP3	XRCC6	false			false	true
FUBP3-XRN2	FUBP3	XRN2	false			false	true
FUBP3-YBX3	FUBP3	YBX3				false	true
FUBP3-ZC3H11A	FUBP3	ZC3H11A	false			false	true
FUBP3-ZNF800	FUBP3	ZNF800				false	true
FUS-FXR1	FUS	FXR1	false	false	false	true	false
FUS-FXR2	FUS	FXR2	false	false	false	true	true
FUS-G3BP1	FUS	G3BP1	false	false	false	false	true
FUS-GARS	FUS	GARS		false	false	true	false
FUS-GEMIN5	FUS	GEMIN5		false	false	true	false
FUS-GNL3	FUS	GNL3	false	false	false	true	false
FUS-GPKOW	FUS	GPKOW		false	false	true	false
FUS-GRSF1	FUS	GRSF1		false	false	false	true
FUS-GRWD1	FUS	GRWD1		false	false	true	true
FUS-GTF2F1	FUS	GTF2F1	false	false	false	true	true
FUS-HLTF	FUS	HLTF		false	false	true	true
FUS-HNRNPA1	FUS	HNRNPA1	false	false	false	true	true
FUS-HNRNPC	FUS	HNRNPC	false	false	false	true	true
FUS-HNRNPK	FUS	HNRNPK	false	false	false	true	true
FUS-HNRNPL	FUS	HNRNPL		true	false	true	true
FUS-HNRNPM	FUS	HNRNPM		true	false	true	true
FUS-HNRNPU	FUS	HNRNPU	false	false	false	true	true
FUS-HNRNPUL1	FUS	HNRNPUL1		true	false	true	true
FUS-IGF2BP1	FUS	IGF2BP1	false	true	false	true	true
FUS-IGF2BP2	FUS	IGF2BP2	false	true	false	true	false
FUS-IGF2BP3	FUS	IGF2BP3	false	true	false	false	true
FUS-ILF3	FUS	ILF3	false	true	false	true	true
FUS-KHDRBS1	FUS	KHDRBS1	false	false	false	true	false
FUS-KHSRP	FUS	KHSRP		false	false	true	true
FUS-LARP4	FUS	LARP4	false	false	false	true	true
FUS-LARP7	FUS	LARP7	false	false	false	true	true
FUS-LIN28B	FUS	LIN28B	false	false	false	true	true
FUS-LSM11	FUS	LSM11		false	false	true	true
FUS-MATR3	FUS	MATR3		true	false	true	true
FUS-MBNL1	FUS	MBNL1	false	false	false	true	false
FUS-METAP2	FUS	METAP2		false	false	true	false
FUS-METTL1	FUS	METTL1		false	false	true	false
FUS-MORC2	FUS	MORC2		false	false	true	false
FUS-MTPAP	FUS	MTPAP	false	false	false	true	false
FUS-NCBP2	FUS	NCBP2		false	false	true	true
FUS-NIP7	FUS	NIP7	false	false	false	false	true
FUS-NIPBL	FUS	NIPBL		false	false	true	false
FUS-NKRF	FUS	NKRF	false	false	false	false	true
FUS-NOL12	FUS	NOL12		false	false	false	true
FUS-NOLC1	FUS	NOLC1	false	false	false	true	true
FUS-NONO	FUS	NONO	false	false	false	true	false
FUS-NPM1	FUS	NPM1	false	false	false	true	false
FUS-NSUN2	FUS	NSUN2	false	false	false	true	true
FUS-PABPC4	FUS	PABPC4		true	false	true	false
FUS-PABPN1	FUS	PABPN1		false	false	false	true
FUS-PCBP1	FUS	PCBP1	false	false	false	true	true
FUS-PCBP2	FUS	PCBP2	false	false	false	false	true
FUS-PHF6	FUS	PHF6		false	false	true	false
FUS-POLR2G	FUS	POLR2G		false	false	false	true
FUS-PPIG	FUS	PPIG	false	false	false	false	true
FUS-PPIL4	FUS	PPIL4	false	false	false	true	false
FUS-PRPF4	FUS	PRPF4	false	false	false	false	true
FUS-PRPF8	FUS	PRPF8		false	false	true	true
FUS-PTBP1	FUS	PTBP1	false	false	false	true	true
FUS-PUM1	FUS	PUM1		false	false	true	false
FUS-PUM2	FUS	PUM2	false	false	false	true	false
FUS-PUS1	FUS	PUS1		false	false	true	false
FUS-QKI	FUS	QKI	false	false	false	true	true
FUS-RBFOX2	FUS	RBFOX2	false	false	false	true	true
FUS-RBM15	FUS	RBM15	false	false	false	true	true
FUS-RBM22	FUS	RBM22	false	false	false	true	true
FUS-RBM5	FUS	RBM5	false	false	false	false	true
FUS-RNF187	FUS	RNF187		false	false	true	false
FUS-RPS10	FUS	RPS10	false	false	false	true	false
FUS-RPS11	FUS	RPS11	false	false	false	true	false
FUS-RPS3	FUS	RPS3	false	false	false	true	true
FUS-RPS6	FUS	RPS6	false	false	false	true	false
FUS-RYBP	FUS	RYBP	false	false	false	true	false
FUS-SAFB	FUS	SAFB		true	false	true	true
FUS-SAFB2	FUS	SAFB2	false	false	false	true	false
FUS-SBDS	FUS	SBDS	false	false	false	true	false
FUS-SDAD1	FUS	SDAD1		false	false	true	true
FUS-SERBP1	FUS	SERBP1	false	false	false	true	false
FUS-SF3A3	FUS	SF3A3	false	false	false	false	true
FUS-SF3B1	FUS	SF3B1		false	false	true	false
FUS-SF3B4	FUS	SF3B4	false	false	false	true	true
FUS-SFPQ	FUS	SFPQ	false	false	false	false	true
FUS-SLBP	FUS	SLBP		false	false	true	false
FUS-SLTM	FUS	SLTM		false	false	true	true
FUS-SMNDC1	FUS	SMNDC1	false	false	false	true	true
FUS-SND1	FUS	SND1		false	false	true	true
FUS-SRSF1	FUS	SRSF1	false	false	false	true	true
FUS-SRSF7	FUS	SRSF7	false	false	false	true	true
FUS-SRSF9	FUS	SRSF9	false	false	false	true	true
FUS-SSB	FUS	SSB		false	false	true	true
FUS-STAU2	FUS	STAU2	false	false	false	false	true
FUS-SUB1	FUS	SUB1	false	false	false	false	true
FUS-SUGP2	FUS	SUGP2	false	false	false	false	true
FUS-SUPV3L1	FUS	SUPV3L1	false	false	false	true	true
FUS-TAF15	FUS	TAF15	false	true	false	true	true
FUS-TARDBP	FUS	TARDBP	false	false	false	true	true
FUS-TBRG4	FUS	TBRG4	false	false	false	true	true
FUS-TIA1	FUS	TIA1	false	false	false	true	true
FUS-TIAL1	FUS	TIAL1	false	false	false	false	true
FUS-TRA2A	FUS	TRA2A	false	false	false	true	true
FUS-TROVE2	FUS	TROVE2		false	false	true	true
FUS-U2AF1	FUS	U2AF1	false	false	false	true	true
FUS-U2AF2	FUS	U2AF2	false	true	false	true	true
FUS-UCHL5	FUS	UCHL5	false	false	false	true	true
FUS-UPF1	FUS	UPF1		false	false	true	true
FUS-UTP18	FUS	UTP18	false	false	false	true	true
FUS-UTP3	FUS	UTP3	false	false	false	true	false
FUS-WDR3	FUS	WDR3	false	false	false	true	false
FUS-WDR43	FUS	WDR43		false	false	true	true
FUS-WRN	FUS	WRN		false	false	true	false
FUS-XPO5	FUS	XPO5	false	false	false	false	true
FUS-XRCC6	FUS	XRCC6	false	false	false	true	true
FUS-XRN2	FUS	XRN2	false	false	false	true	true
FUS-YBX3	FUS	YBX3		false	false	true	true
FUS-YWHAG	FUS	YWHAG	false	false	false	true	false
FUS-ZC3H11A	FUS	ZC3H11A	false	false	false	true	true
FUS-ZC3H8	FUS	ZC3H8	false	false	false	true	false
FUS-ZNF622	FUS	ZNF622		false	false	true	false
FUS-ZNF800	FUS	ZNF800		false	false	true	true
FUS-ZRANB2	FUS	ZRANB2	false	true	false	true	false
FXR1-FXR2	FXR1	FXR2	true			true	false
FXR1-GARS	FXR1	GARS				true	false
FXR1-GEMIN5	FXR1	GEMIN5				true	false
FXR1-GNL3	FXR1	GNL3	false			true	false
FXR1-GPKOW	FXR1	GPKOW		false	false	true	false
FXR1-GRWD1	FXR1	GRWD1				true	false
FXR1-GTF2F1	FXR1	GTF2F1	false			true	false
FXR1-HLTF	FXR1	HLTF				true	false
FXR1-HNRNPA1	FXR1	HNRNPA1	false			true	false
FXR1-HNRNPC	FXR1	HNRNPC	false	false	false	true	false
FXR1-HNRNPK	FXR1	HNRNPK	false			true	false
FXR1-HNRNPL	FXR1	HNRNPL		false	false	true	false
FXR1-HNRNPM	FXR1	HNRNPM				true	false
FXR1-HNRNPU	FXR1	HNRNPU	false			true	false
FXR1-HNRNPUL1	FXR1	HNRNPUL1				true	false
FXR1-IGF2BP1	FXR1	IGF2BP1	false	false	false	true	false
FXR1-IGF2BP2	FXR1	IGF2BP2	false	true	false	true	false
FXR1-ILF3	FXR1	ILF3	false			true	false
FXR1-KHDRBS1	FXR1	KHDRBS1	false			true	false
FXR1-KHSRP	FXR1	KHSRP				true	false
FXR1-LARP4	FXR1	LARP4	false			true	false
FXR1-LARP7	FXR1	LARP7	false	false	false	true	false
FXR1-LIN28B	FXR1	LIN28B	false	false	false	true	false
FXR1-LSM11	FXR1	LSM11				true	false
FXR1-MATR3	FXR1	MATR3				true	false
FXR1-MBNL1	FXR1	MBNL1	false			true	false
FXR1-METAP2	FXR1	METAP2				true	false
FXR1-METTL1	FXR1	METTL1				true	false
FXR1-MORC2	FXR1	MORC2				true	false
FXR1-MTPAP	FXR1	MTPAP	false			true	false
FXR1-NCBP2	FXR1	NCBP2				true	false
FXR1-NIPBL	FXR1	NIPBL				true	false
FXR1-NOLC1	FXR1	NOLC1	false			true	false
FXR1-NONO	FXR1	NONO	false			true	false
FXR1-NPM1	FXR1	NPM1	false			true	false
FXR1-NSUN2	FXR1	NSUN2	false			true	false
FXR1-PABPC4	FXR1	PABPC4				true	false
FXR1-PCBP1	FXR1	PCBP1	false			true	false
FXR1-PHF6	FXR1	PHF6				true	false
FXR1-PPIL4	FXR1	PPIL4	false			true	false
FXR1-PRPF8	FXR1	PRPF8		false	false	true	false
FXR1-PTBP1	FXR1	PTBP1	false	false	false	true	false
FXR1-PUM1	FXR1	PUM1				true	false
FXR1-PUM2	FXR1	PUM2	false	false	false	true	false
FXR1-PUS1	FXR1	PUS1				true	false
FXR1-QKI	FXR1	QKI	false			true	false
FXR1-RBFOX2	FXR1	RBFOX2	false	false	false	true	false
FXR1-RBM15	FXR1	RBM15	false			true	false
FXR1-RBM22	FXR1	RBM22	false	false	false	true	false
FXR1-RNF187	FXR1	RNF187				true	false
FXR1-RPS10	FXR1	RPS10	false			true	false
FXR1-RPS11	FXR1	RPS11	false			true	false
FXR1-RPS3	FXR1	RPS3	false	false	false	true	false
FXR1-RPS6	FXR1	RPS6	false	false	false	true	false
FXR1-RYBP	FXR1	RYBP	false			true	false
FXR1-SAFB	FXR1	SAFB				true	false
FXR1-SAFB2	FXR1	SAFB2	false			true	false
FXR1-SBDS	FXR1	SBDS	false			true	false
FXR1-SDAD1	FXR1	SDAD1				true	false
FXR1-SERBP1	FXR1	SERBP1	false			true	false
FXR1-SF3B1	FXR1	SF3B1				true	false
FXR1-SF3B4	FXR1	SF3B4	false	false	false	true	false
FXR1-SLBP	FXR1	SLBP				true	false
FXR1-SLTM	FXR1	SLTM				true	false
FXR1-SMNDC1	FXR1	SMNDC1	false			true	false
FXR1-SND1	FXR1	SND1				true	false
FXR1-SRSF1	FXR1	SRSF1	false	false	false	true	false
FXR1-SRSF7	FXR1	SRSF7	false			true	false
FXR1-SRSF9	FXR1	SRSF9	false			true	false
FXR1-SSB	FXR1	SSB				true	false
FXR1-SUPV3L1	FXR1	SUPV3L1	false			true	false
FXR1-TAF15	FXR1	TAF15	false	false	false	true	false
FXR1-TARDBP	FXR1	TARDBP	false			true	false
FXR1-TBRG4	FXR1	TBRG4	false			true	false
FXR1-TIA1	FXR1	TIA1	false	false	false	true	false
FXR1-TRA2A	FXR1	TRA2A	false			true	false
FXR1-TROVE2	FXR1	TROVE2				true	false
FXR1-U2AF1	FXR1	U2AF1	false			true	false
FXR1-U2AF2	FXR1	U2AF2	false	false	false	true	false
FXR1-UCHL5	FXR1	UCHL5	false			true	false
FXR1-UPF1	FXR1	UPF1				true	false
FXR1-UTP18	FXR1	UTP18	false			true	false
FXR1-UTP3	FXR1	UTP3	false			true	false
FXR1-WDR3	FXR1	WDR3	false			true	false
FXR1-WDR43	FXR1	WDR43				true	false
FXR1-WRN	FXR1	WRN				true	false
FXR1-XRCC6	FXR1	XRCC6	false			true	false
FXR1-XRN2	FXR1	XRN2	false			true	false
FXR1-YBX3	FXR1	YBX3				true	false
FXR1-YWHAG	FXR1	YWHAG	false			true	false
FXR1-ZC3H11A	FXR1	ZC3H11A	false			true	false
FXR1-ZC3H8	FXR1	ZC3H8	false			true	false
FXR1-ZNF622	FXR1	ZNF622				true	false
FXR1-ZNF800	FXR1	ZNF800				true	false
FXR1-ZRANB2	FXR1	ZRANB2	false			true	false
FXR2-G3BP1	FXR2	G3BP1	false			false	true
FXR2-GARS	FXR2	GARS				true	false
FXR2-GEMIN5	FXR2	GEMIN5				true	false
FXR2-GNL3	FXR2	GNL3	false			true	false
FXR2-GPKOW	FXR2	GPKOW		false	false	true	false
FXR2-GRSF1	FXR2	GRSF1				false	true
FXR2-GRWD1	FXR2	GRWD1				true	true
FXR2-GTF2F1	FXR2	GTF2F1	false			true	true
FXR2-HLTF	FXR2	HLTF				true	true
FXR2-HNRNPA1	FXR2	HNRNPA1	false			true	true
FXR2-HNRNPC	FXR2	HNRNPC	false	false	false	true	true
FXR2-HNRNPK	FXR2	HNRNPK	false			true	true
FXR2-HNRNPL	FXR2	HNRNPL		false	false	true	true
FXR2-HNRNPM	FXR2	HNRNPM				true	true
FXR2-HNRNPU	FXR2	HNRNPU	false			true	true
FXR2-HNRNPUL1	FXR2	HNRNPUL1				true	true
FXR2-IGF2BP1	FXR2	IGF2BP1	false	false	false	true	true
FXR2-IGF2BP2	FXR2	IGF2BP2	false	false	false	true	false
FXR2-IGF2BP3	FXR2	IGF2BP3	false			false	true
FXR2-ILF3	FXR2	ILF3	false			true	true
FXR2-KHDRBS1	FXR2	KHDRBS1	false			true	false
FXR2-KHSRP	FXR2	KHSRP				true	true
FXR2-LARP4	FXR2	LARP4	false			true	true
FXR2-LARP7	FXR2	LARP7	false	false	false	true	true
FXR2-LIN28B	FXR2	LIN28B	false	false	false	true	true
FXR2-LSM11	FXR2	LSM11				true	true
FXR2-MATR3	FXR2	MATR3				true	true
FXR2-MBNL1	FXR2	MBNL1	false			true	false
FXR2-METAP2	FXR2	METAP2				true	false
FXR2-METTL1	FXR2	METTL1				true	false
FXR2-MORC2	FXR2	MORC2				true	false
FXR2-MTPAP	FXR2	MTPAP	false			true	false
FXR2-NCBP2	FXR2	NCBP2				true	true
FXR2-NIP7	FXR2	NIP7	false			false	true
FXR2-NIPBL	FXR2	NIPBL				true	false
FXR2-NKRF	FXR2	NKRF	false			false	true
FXR2-NOL12	FXR2	NOL12				false	true
FXR2-NOLC1	FXR2	NOLC1	false			true	true
FXR2-NONO	FXR2	NONO	false			true	false
FXR2-NPM1	FXR2	NPM1	false			true	false
FXR2-NSUN2	FXR2	NSUN2	false			true	true
FXR2-PABPC4	FXR2	PABPC4				true	false
FXR2-PABPN1	FXR2	PABPN1				false	true
FXR2-PCBP1	FXR2	PCBP1	false			true	true
FXR2-PCBP2	FXR2	PCBP2	false			false	true
FXR2-PHF6	FXR2	PHF6				true	false
FXR2-POLR2G	FXR2	POLR2G				false	true
FXR2-PPIG	FXR2	PPIG	false			false	true
FXR2-PPIL4	FXR2	PPIL4	false			true	false
FXR2-PRPF4	FXR2	PRPF4	false			false	true
FXR2-PRPF8	FXR2	PRPF8		false	false	true	true
FXR2-PTBP1	FXR2	PTBP1	false	false	false	true	true
FXR2-PUM1	FXR2	PUM1				true	false
FXR2-PUM2	FXR2	PUM2	false	false	false	true	false
FXR2-PUS1	FXR2	PUS1				true	false
FXR2-QKI	FXR2	QKI	false			true	true
FXR2-RBFOX2	FXR2	RBFOX2	false	false	false	true	true
FXR2-RBM15	FXR2	RBM15	false			true	true
FXR2-RBM22	FXR2	RBM22	false	false	false	true	true
FXR2-RBM5	FXR2	RBM5	false			false	true
FXR2-RNF187	FXR2	RNF187				true	false
FXR2-RPS10	FXR2	RPS10	false			true	false
FXR2-RPS11	FXR2	RPS11	false			true	false
FXR2-RPS3	FXR2	RPS3	false	false	false	true	true
FXR2-RPS6	FXR2	RPS6	false	false	false	true	false
FXR2-RYBP	FXR2	RYBP	false			true	false
FXR2-SAFB	FXR2	SAFB				true	true
FXR2-SAFB2	FXR2	SAFB2	false			true	false
FXR2-SBDS	FXR2	SBDS	false			true	false
FXR2-SDAD1	FXR2	SDAD1				true	true
FXR2-SERBP1	FXR2	SERBP1	false			true	false
FXR2-SF3A3	FXR2	SF3A3	false			false	true
FXR2-SF3B1	FXR2	SF3B1				true	false
FXR2-SF3B4	FXR2	SF3B4	false	false	false	true	true
FXR2-SFPQ	FXR2	SFPQ	false			false	true
FXR2-SLBP	FXR2	SLBP				true	false
FXR2-SLTM	FXR2	SLTM				true	true
FXR2-SMNDC1	FXR2	SMNDC1	false			true	true
FXR2-SND1	FXR2	SND1				true	true
FXR2-SRSF1	FXR2	SRSF1	false	false	false	true	true
FXR2-SRSF7	FXR2	SRSF7	false			true	true
FXR2-SRSF9	FXR2	SRSF9	false			true	true
FXR2-SSB	FXR2	SSB				true	true
FXR2-STAU2	FXR2	STAU2	false			false	true
FXR2-SUB1	FXR2	SUB1	false			false	true
FXR2-SUGP2	FXR2	SUGP2	false			false	true
FXR2-SUPV3L1	FXR2	SUPV3L1	false			true	true
FXR2-TAF15	FXR2	TAF15	false	false	false	true	true
FXR2-TARDBP	FXR2	TARDBP	false			true	true
FXR2-TBRG4	FXR2	TBRG4	false			true	true
FXR2-TIA1	FXR2	TIA1	false	false	false	true	true
FXR2-TIAL1	FXR2	TIAL1	false			false	true
FXR2-TRA2A	FXR2	TRA2A	false			true	true
FXR2-TROVE2	FXR2	TROVE2				true	true
FXR2-U2AF1	FXR2	U2AF1	false			true	true
FXR2-U2AF2	FXR2	U2AF2	false	false	false	true	true
FXR2-UCHL5	FXR2	UCHL5	false			true	true
FXR2-UPF1	FXR2	UPF1				true	true
FXR2-UTP18	FXR2	UTP18	false			true	true
FXR2-UTP3	FXR2	UTP3	false			true	false
FXR2-WDR3	FXR2	WDR3	false			true	false
FXR2-WDR43	FXR2	WDR43				true	true
FXR2-WRN	FXR2	WRN				true	false
FXR2-XPO5	FXR2	XPO5	false	false	false	false	true
FXR2-XRCC6	FXR2	XRCC6	false			true	true
FXR2-XRN2	FXR2	XRN2	false			true	true
FXR2-YBX3	FXR2	YBX3				true	true
FXR2-YWHAG	FXR2	YWHAG	false			true	false
FXR2-ZC3H11A	FXR2	ZC3H11A	false			true	true
FXR2-ZC3H8	FXR2	ZC3H8	false			true	false
FXR2-ZNF622	FXR2	ZNF622				true	false
FXR2-ZNF800	FXR2	ZNF800				true	true
FXR2-ZRANB2	FXR2	ZRANB2	false			true	false
G3BP1-GRSF1	G3BP1	GRSF1				false	true
G3BP1-GRWD1	G3BP1	GRWD1				false	true
G3BP1-GTF2F1	G3BP1	GTF2F1	false			false	true
G3BP1-HLTF	G3BP1	HLTF				false	true
G3BP1-HNRNPA1	G3BP1	HNRNPA1	false			false	true
G3BP1-HNRNPC	G3BP1	HNRNPC	false	false	false	false	true
G3BP1-HNRNPK	G3BP1	HNRNPK	false			false	true
G3BP1-HNRNPL	G3BP1	HNRNPL		false	false	false	true
G3BP1-HNRNPM	G3BP1	HNRNPM				false	true
G3BP1-HNRNPU	G3BP1	HNRNPU	false			false	true
G3BP1-HNRNPUL1	G3BP1	HNRNPUL1				false	true
G3BP1-IGF2BP1	G3BP1	IGF2BP1	false	false	false	false	true
G3BP1-IGF2BP3	G3BP1	IGF2BP3	false			false	true
G3BP1-ILF3	G3BP1	ILF3	false			false	true
G3BP1-KHSRP	G3BP1	KHSRP				false	true
G3BP1-LARP4	G3BP1	LARP4	false			false	true
G3BP1-LARP7	G3BP1	LARP7	false	false	false	false	true
G3BP1-LIN28B	G3BP1	LIN28B	false	false	false	false	true
G3BP1-LSM11	G3BP1	LSM11				false	true
G3BP1-MATR3	G3BP1	MATR3				false	true
G3BP1-NCBP2	G3BP1	NCBP2				false	true
G3BP1-NIP7	G3BP1	NIP7	false			false	true
G3BP1-NKRF	G3BP1	NKRF	false			false	true
G3BP1-NOL12	G3BP1	NOL12				false	true
G3BP1-NOLC1	G3BP1	NOLC1	false			false	true
G3BP1-NSUN2	G3BP1	NSUN2	false			false	true
G3BP1-PABPN1	G3BP1	PABPN1				false	true
G3BP1-PCBP1	G3BP1	PCBP1	false			false	true
G3BP1-PCBP2	G3BP1	PCBP2	false			false	true
G3BP1-POLR2G	G3BP1	POLR2G				false	true
G3BP1-PPIG	G3BP1	PPIG	false			false	true
G3BP1-PRPF4	G3BP1	PRPF4	false			false	true
G3BP1-PRPF8	G3BP1	PRPF8		false	false	false	true
G3BP1-PTBP1	G3BP1	PTBP1	false	false	false	false	true
G3BP1-QKI	G3BP1	QKI	false			false	true
G3BP1-RBFOX2	G3BP1	RBFOX2	false	false	false	false	true
G3BP1-RBM15	G3BP1	RBM15	false			false	true
G3BP1-RBM22	G3BP1	RBM22	false	false	false	false	true
G3BP1-RBM5	G3BP1	RBM5	false			false	true
G3BP1-RPS3	G3BP1	RPS3	false	false	false	false	true
G3BP1-SAFB	G3BP1	SAFB				false	true
G3BP1-SDAD1	G3BP1	SDAD1				false	true
G3BP1-SF3A3	G3BP1	SF3A3	false			false	true
G3BP1-SF3B4	G3BP1	SF3B4	false	false	false	false	true
G3BP1-SFPQ	G3BP1	SFPQ	false			false	true
G3BP1-SLTM	G3BP1	SLTM				false	true
G3BP1-SMNDC1	G3BP1	SMNDC1	false			false	true
G3BP1-SND1	G3BP1	SND1				false	true
G3BP1-SRSF1	G3BP1	SRSF1	false	false	false	false	true
G3BP1-SRSF7	G3BP1	SRSF7	false			false	true
G3BP1-SRSF9	G3BP1	SRSF9	false			false	true
G3BP1-SSB	G3BP1	SSB				false	true
G3BP1-STAU2	G3BP1	STAU2	false			false	true
G3BP1-SUB1	G3BP1	SUB1	false			false	true
G3BP1-SUGP2	G3BP1	SUGP2	false			false	true
G3BP1-SUPV3L1	G3BP1	SUPV3L1	false			false	true
G3BP1-TAF15	G3BP1	TAF15	false	false	false	false	true
G3BP1-TARDBP	G3BP1	TARDBP	false			false	true
G3BP1-TBRG4	G3BP1	TBRG4	false			false	true
G3BP1-TIA1	G3BP1	TIA1	false	false	false	false	true
G3BP1-TIAL1	G3BP1	TIAL1	false			false	true
G3BP1-TRA2A	G3BP1	TRA2A	false			false	true
G3BP1-TROVE2	G3BP1	TROVE2				false	true
G3BP1-U2AF1	G3BP1	U2AF1	false			false	true
G3BP1-U2AF2	G3BP1	U2AF2	false	false	false	false	true
G3BP1-UCHL5	G3BP1	UCHL5	false			false	true
G3BP1-UPF1	G3BP1	UPF1				false	true
G3BP1-UTP18	G3BP1	UTP18	false			false	true
G3BP1-WDR43	G3BP1	WDR43				false	true
G3BP1-XPO5	G3BP1	XPO5	false	false	false	false	true
G3BP1-XRCC6	G3BP1	XRCC6	false			false	true
G3BP1-XRN2	G3BP1	XRN2	false			false	true
G3BP1-YBX3	G3BP1	YBX3				false	true
G3BP1-ZC3H11A	G3BP1	ZC3H11A	false			false	true
